image,class,method,reference,SSIM_original,QSSIM_original,PSNR_original,PCC_original,DeltaE_original,SSIM_reference,QSSIM_reference,PSNR_reference,PCC_reference,DeltaE_reference
image017-2-roi1.tif,healthy,histogram_matching,ref1,0.8794733101890412,0.8794733101890412,14.441789986638387,0.7277515656030226,20.422871726027736,0.08719072674158912,0.08719072674158912,14.569215098936583,0.434045986870566,14.934547058583316
image017-2-roi2.tif,healthy,histogram_matching,ref1,0.9269158919051529,0.9269158919051529,15.113079518701173,0.7122216886049931,19.343720140147372,0.08748893352287745,0.08748893352287745,14.350431921596495,0.4030418314855852,15.464719373915166
image018-2-roi1.tif,healthy,histogram_matching,ref1,0.9177713439433911,0.9177713439433911,14.739089665322032,0.6923794726265912,20.157000572945645,0.09208355560940078,0.09208355560940078,14.414562839289287,0.41219264270325645,15.309200339868271
image026-2-roi1.tif,healthy,histogram_matching,ref1,0.9165210102452347,0.9165210102452347,14.181986089234375,0.7033672311356587,19.70373187714423,0.09327752203490014,0.09327752203490014,14.76236484814282,0.45598540639640617,14.62280985864492
image029-roi1.tif,healthy,histogram_matching,ref1,0.8056096456819889,0.8056096456819889,13.233352554693527,0.6986012302370906,23.437531709128535,0.10210432180988016,0.10210432180988016,14.869928076880232,0.4738859725124988,14.438702831584813
image029-roi2.tif,healthy,histogram_matching,ref1,0.9162500119884324,0.9162500119884324,15.390385141807936,0.6607138122237046,19.642165743761907,0.08214295262297307,0.08214295262297307,14.630156977388166,0.4411278650718625,14.952689541195783
image029-roi3.tif,healthy,histogram_matching,ref1,0.8007243858429823,0.8007243858429823,13.70217483958803,0.6941010431712532,23.419460481448624,0.10471347697292181,0.10471347697292181,15.003741989853964,0.49053334978959545,14.159994788394027
image029-roi4.tif,healthy,histogram_matching,ref1,0.8398570356401579,0.8398570356401579,13.35853701836381,0.6762713510683731,23.404934217535043,0.09741167945035602,0.09741167945035602,14.74174723597651,0.45913695798983856,14.61476753298138
image032-roi1.tif,healthy,histogram_matching,ref1,0.8393940690352588,0.8393940690352588,11.792476439486887,0.6506106626346236,25.117239968699494,0.0966920220305676,0.0966920220305676,14.830385804328426,0.4640801962645246,14.42606275776634
image032-roi2.tif,healthy,histogram_matching,ref1,0.8459345761698369,0.8459345761698369,12.517764396001105,0.6799066930557146,23.989223139736072,0.09129119749154298,0.09129119749154298,14.68117555038199,0.44608755211836415,14.619259419013737
image032-roi3.tif,healthy,histogram_matching,ref1,0.909671050392516,0.909671050392516,14.108658020549836,0.6307906996797104,21.349892344491316,0.0828410206725644,0.0828410206725644,14.702907495141213,0.44922109556210305,14.799324497861695
image032-roi4.tif,healthy,histogram_matching,ref1,0.8500424522291632,0.8500424522291632,11.935960195810296,0.6688046669716676,24.730836721059383,0.10489473326500383,0.10489473326500383,14.847959679943711,0.4662896220881495,14.49109212389594
image033-roi1.tif,healthy,histogram_matching,ref1,0.8437840635555,0.8437840635555,12.021453281183824,0.660996473086949,24.853971390108832,0.09083556603064795,0.09083556603064795,14.581795205594794,0.43301121683641386,14.931311661030183
image033-roi2.tif,healthy,histogram_matching,ref1,0.8824633268888129,0.8824633268888129,12.658442410610578,0.6531581723228672,23.39950516363147,0.10194485491563653,0.10194485491563653,14.604118205197793,0.43540726579602723,15.022691836154623
image034-roi1.tif,healthy,histogram_matching,ref1,0.8528683948986994,0.8528683948986994,12.988442649326359,0.61562256179002,23.762399485455617,0.08652535299592527,0.08652535299592527,14.802821492229153,0.4628199276412882,14.6933951138973
image034-roi2.tif,healthy,histogram_matching,ref1,0.8583247010188453,0.8583247010188453,12.22645262275675,0.6582261871344528,24.315037639708578,0.09249685954766622,0.09249685954766622,14.577260239134716,0.432022325057849,14.905786710108647
image034-roi3.tif,healthy,histogram_matching,ref1,0.8429127666038161,0.8429127666038161,12.626576986845823,0.6650683522802606,24.407826370986385,0.0976592854884893,0.0976592854884893,14.642325199190552,0.4416888562996543,14.900975693849354
image034-roi4.tif,healthy,histogram_matching,ref1,0.8872327598457407,0.8872327598457407,12.99039704800249,0.6275397589696478,23.84837318458783,0.0972276746177873,0.0972276746177873,14.65803194253892,0.4422625947176927,14.7936857454261
image035-roi2.tif,healthy,histogram_matching,ref1,0.8443747004325782,0.8443747004325782,12.65355445040532,0.6701603434610496,24.24553840233907,0.08910335500623323,0.08910335500623323,14.507335098229724,0.4259227249502015,15.128192857024972
image035-roi3.tif,healthy,histogram_matching,ref1,0.9030825719931004,0.9030825719931004,14.030901960547972,0.637965387206625,21.93571101693136,0.08553563614059922,0.08553563614059922,14.666609364754056,0.4480036570971793,14.858029132985061
image037-2-roi1.tif,healthy,histogram_matching,ref1,0.8537334523782002,0.8537334523782002,12.158124032335365,0.6536286653131443,24.485889981186897,0.09102126263739087,0.09102126263739087,14.66103397398409,0.4468319778212279,14.930033163865703
image037-2-roi2.tif,healthy,histogram_matching,ref1,0.8694758185398799,0.8694758185398799,12.897590260391095,0.6698923127427435,23.424234828266776,0.08928349653073701,0.08928349653073701,14.658271056696018,0.44487362176773626,14.844203439921683
image065-roi1.tif,healthy,histogram_matching,ref1,0.9046165540056511,0.9046165540056511,15.455231104816928,0.7811371074819836,16.813140294927898,0.11312120333823361,0.11312120333823361,14.90332085930439,0.47347271217071235,14.44946740969985
image065-roi2.tif,healthy,histogram_matching,ref1,0.8850996441032682,0.8850996441032682,16.426706636497773,0.7939285565102293,15.958060441654863,0.10051054695682853,0.10051054695682853,14.821630071950233,0.4673050480317472,14.395691202178096
image065-roi3.tif,healthy,histogram_matching,ref1,0.8959935514143874,0.8959935514143874,16.00636636741711,0.7995794885059536,15.987317203390806,0.09702038505377564,0.09702038505377564,14.667535550059696,0.4484099636269525,14.615699309966832
image065-roi4.tif,healthy,histogram_matching,ref1,0.8834550869002337,0.8834550869002337,14.476487719173011,0.7946998729430765,18.05048899424419,0.10321162803787313,0.10321162803787313,14.70033489938907,0.4493266965995014,14.623079122824429
image065-roi5.tif,healthy,histogram_matching,ref1,0.8892447071171468,0.8892447071171468,13.77701146066765,0.7655802109463113,19.54066134659708,0.10634244967745378,0.10634244967745378,14.710709722831739,0.4502082486541738,14.719431541069742
image066-roi1.tif,healthy,histogram_matching,ref1,0.7781200160839538,0.7781200160839538,11.771546970984357,0.7410850341790375,23.48153088996342,0.10547888075670113,0.10547888075670113,14.662603402565056,0.44204800575859365,14.843767859433257
image066-roi2.tif,healthy,histogram_matching,ref1,0.9495361166903282,0.9495361166903282,17.677532527530175,0.8002392247783068,14.079988353508607,0.10256875777869794,0.10256875777869794,14.891797207083837,0.47214071738779534,14.303402410440853
image066-roi3.tif,healthy,histogram_matching,ref1,0.758468586070245,0.758468586070245,12.33629338989502,0.752966872780342,22.040794117645166,0.10010352508960392,0.10010352508960392,14.445294390689957,0.4168011758769765,15.1420592435617
image066-roi4.tif,healthy,histogram_matching,ref1,0.9529169788900275,0.9529169788900275,17.6077066231214,0.7917210160670518,14.196560293744469,0.10741652246922644,0.10741652246922644,15.030411678037986,0.48858731363740576,14.127772737075187
image067-roi1.tif,healthy,histogram_matching,ref1,0.7788595112639783,0.7788595112639783,10.74128190528845,0.7045871528520186,26.767229483143836,0.09836755251452393,0.09836755251452393,14.570127000422094,0.42864020449027584,14.903278021114874
image067-roi2.tif,healthy,histogram_matching,ref1,0.9222433484631781,0.9222433484631781,15.175011084856004,0.7533513871135417,17.355497680847673,0.10551667346869485,0.10551667346869485,14.624796008768087,0.4375702186940011,14.964549964700392
image067-roi3.tif,healthy,histogram_matching,ref1,0.935521721971576,0.935521721971576,16.478329202265193,0.7733698060903755,15.719549763886448,0.09798636739884266,0.09798636739884266,14.679036306710335,0.44670488042767664,14.793725926089996
image067-roi4.tif,healthy,histogram_matching,ref1,0.8205354583974803,0.8205354583974803,11.737654286315692,0.7318946936689726,24.056363843691415,0.09689829103663526,0.09689829103663526,14.584889468776229,0.4314740464519584,14.879147624169155
image067-roi5.tif,healthy,histogram_matching,ref1,0.8538130101076798,0.8538130101076798,14.281558123841736,0.772367539425365,18.616875241524177,0.09823152605770626,0.09823152605770626,14.76947650885614,0.45924644764140593,14.540794884437659
image068-roi1.tif,healthy,histogram_matching,ref1,0.8915369528511055,0.8915369528511055,14.08672771876559,0.7589200494618442,19.084210253649474,0.10969662706492234,0.10969662706492234,14.850595308758825,0.4665648750644686,14.425786375639621
image068-roi2.tif,healthy,histogram_matching,ref1,0.7293647060694255,0.7293647060694255,11.224249067760272,0.7377804058134078,24.811933751829834,0.09088889673812321,0.09088889673812321,14.433916326881794,0.41246488382666907,15.12965782095267
image068-roi3.tif,healthy,histogram_matching,ref1,0.9144274167494325,0.9144274167494325,15.459674257450096,0.7856571264429654,16.86805407522135,0.09985387771398369,0.09985387771398369,14.690894783272352,0.448433477007731,14.805006099149184
image068-roi4.tif,healthy,histogram_matching,ref1,0.7763433735341384,0.7763433735341384,11.383053595615955,0.742770248555513,24.63474150850169,0.10511260536041318,0.10511260536041318,14.78146460349928,0.456911112832273,14.525404580811784
image068-roi5.tif,healthy,histogram_matching,ref1,0.929710926284813,0.929710926284813,16.66621332372023,0.8022428160305266,15.066507423340273,0.09770880412457957,0.09770880412457957,14.860987979491394,0.47032612847051614,14.5542881405088
image068-roi6.tif,healthy,histogram_matching,ref1,0.8833529555909938,0.8833529555909938,13.194656981818243,0.7503078705859266,20.811648005223933,0.09438558104979568,0.09438558104979568,14.885939965003686,0.4714454119448815,14.505637188704494
image069-roi1.tif,healthy,histogram_matching,ref1,0.8147575145586755,0.8147575145586755,11.883777967986372,0.7392962873300463,23.616550007412492,0.1075146459097122,0.1075146459097122,14.67385363841811,0.44407479157391855,14.775907630541035
image069-roi2.tif,healthy,histogram_matching,ref1,0.8515048076690702,0.8515048076690702,13.33207771076044,0.7661722622231055,20.322179599024427,0.10859310918417509,0.10859310918417509,14.857138044626872,0.46742960018288354,14.353692014325564
image069-roi3.tif,healthy,histogram_matching,ref1,0.847424216585935,0.847424216585935,13.028175899936041,0.7740868945457825,20.923902225094917,0.09137296749414403,0.09137296749414403,14.608911537436846,0.43917844885843726,14.920844279634537
image069-roi4.tif,healthy,histogram_matching,ref1,0.8197197697784236,0.8197197697784236,11.520071634821967,0.7130801349418618,24.761729134210107,0.10462889356241949,0.10462889356241949,14.708410916451275,0.4473843698277933,14.722233328081995
image070-roi1.tif,healthy,histogram_matching,ref1,0.7706999734362405,0.7706999734362405,11.560283414967206,0.738019183520425,24.241657948239396,0.10155498366226694,0.10155498366226694,14.564715468441246,0.43152070549631827,14.92217369773443
image070-roi2.tif,healthy,histogram_matching,ref1,0.9201957135338019,0.9201957135338019,16.396483662061346,0.7785025481964846,15.921944868519418,0.10569570720369126,0.10569570720369126,14.704701135279228,0.4526189124777348,14.589164374309304
image070-roi3.tif,healthy,histogram_matching,ref1,0.8420158518005559,0.8420158518005559,12.35266154909681,0.7337642394195418,22.58944931367321,0.07992248945656155,0.07992248945656155,14.706173665209146,0.44864727704103785,14.77250745717697
image070-roi4.tif,healthy,histogram_matching,ref1,0.899302061307759,0.899302061307759,15.35597239880343,0.7872022123560534,16.956730552824858,0.09894251208749395,0.09894251208749395,14.81875325210168,0.46362175665437017,14.51966943033917
image070-roi5.tif,healthy,histogram_matching,ref1,0.7988147436645517,0.7988147436645517,11.929629670329053,0.7415091660337572,23.282393020213874,0.09956010235497621,0.09956010235497621,14.820203819342934,0.46260411523590195,14.48084507633379
image071-roi1.tif,healthy,histogram_matching,ref1,0.8520186298765631,0.8520186298765631,14.069261643642413,0.7750080389373092,18.909451532477878,0.10273545279892131,0.10273545279892131,14.820128348003225,0.4650643461564449,14.398898259503444
image071-roi2.tif,healthy,histogram_matching,ref1,0.8778047090078571,0.8778047090078571,13.572332065670263,0.7649731186392501,19.900726729994936,0.10872243013790132,0.10872243013790132,14.844078365174925,0.465075101977244,14.499374669244078
image071-roi3.tif,healthy,histogram_matching,ref1,0.8819297410090586,0.8819297410090586,13.628135352465456,0.7646340630537085,19.848700927698605,0.10459499942859375,0.10459499942859375,14.887831911875658,0.47036043694737745,14.342976869522282
